Trip Date,28,,,,,,,,,
Day,All,,,,,,,,,
,,,,,,,,,,
,,,,,,Data,,,,
,,,59,501003,52,7:03:50 AM,7:36:36 AM,4.8,36.0,1.6
,,7,44,501004,51,7:44:21 AM,8:10:06 AM,0.4,24.0,2.1
,,8,11,501005,51,8:11:21 AM,8:37:06 AM,0.4,25.0,1.1
,,,49,501006,51,8:49:21 AM,9:14:36 AM,0.4,24.0,1.6
,,9,13,501007,51,9:15:06 AM,9:40:36 AM,2.1,25.0,2.6
,,,45,501008,51,9:45:51 AM,10:14:51 AM,0.9,24.0,5.9
,,10,11,501009,51,10:15:06 AM,10:41:36 AM,4.1,26.0,4.6
,,,44,501010,51,,,,26.0,
,,11,10,501011,51,11:12:25 AM,11:37:10 AM,2.4,26.0,1.2
,,,49,501012,51,,,,24.0,
,,12,13,501013,51,12:15:51 PM,12:39:36 PM,2.9,26.0,0.6
,3209,12,46,501101,51,,1:13:21 PM,,24.0,3.4
,,13,13,501102,51,1:13:36 PM,1:39:51 PM,0.6,26.0,0.9
,,,46,501103,51,1:46:37 PM,,0.6,24.0,
,,14,12,501104,51,2:12:37 PM,2:36:53 PM,0.6,26.0,-1.1
,,,45,501105,51,2:47:15 PM,3:14:00 PM,2.3,25.0,4.0
,,15,12,501106,51,3:15:30 PM,3:46:15 PM,3.5,27.0,7.3
,,16,3,501107,51,4:04:31 PM,4:31:16 PM,1.5,28.0,0.3
,,,34,501108,52,4:34:31 PM,5:12:46 PM,0.5,35.0,3.8
,,17,16,501109,51,5:16:46 PM,5:43:16 PM,0.8,26.0,1.3
,,,45,501110,51,5:45:31 PM,6:11:18 PM,0.5,27.0,-0.7
,,18,25,501111,51,,6:49:33 PM,,25.0,-0.4
,,,53,501112,52,6:53:33 PM,7:30:47 PM,0.6,35.0,2.8
,,19,34,501113,51,7:34:48 PM,7:59:47 PM,0.8,24.0,1.8
,3210,5,58,601001,60,5:58:15 AM,6:16:45 AM,0.3,18.0,0.8
,,6,20,601002,60,6:20:30 AM,6:35:45 AM,0.5,16.0,-0.3
,,,41,601003,60,6:41:15 AM,6:58:00 AM,0.3,20.0,-3.0
,,7,3,601004,60,7:03:13 AM,7:21:00 AM,0.2,17.0,1.0
,,,33,601005,60,7:33:45 AM,7:56:00 AM,0.8,21.0,2.0
,,,58,601006,60,7:58:13 AM,8:18:15 AM,0.2,18.0,2.3
,,8,23,601007,60,8:24:00 AM,8:45:00 AM,1.0,21.0,1.0
,,,47,601008,60,8:47:13 AM,9:06:30 AM,0.2,17.0,2.5
,,9,12,601009,60,9:12:13 AM,9:30:15 AM,0.2,20.0,-1.8
,,,36,601010,60,9:36:13 AM,,0.2,17.0,0.0
,,,58,601011,60,9:58:13 AM,,0.2,20.0,0.0
,,10,19,601012,60,10:19:13 AM,10:37:43 AM,0.2,17.0,1.7
,3216,6,3,291001,20cc,6:03:26 AM,,0.4,56.0,
,,,59,291002,20cc,,7:59:14 AM,,61.0,-0.8
,,8,0,291003,20cc,7:59:45 AM,9:06:44 AM,-0.3,67.0,-0.3
,,9,7,291004,20cc,9:07:43 AM,10:14:58 AM,0.7,67.0,1.0
,,10,14,291005,20cc,10:15:43 AM,11:23:13 AM,1.7,69.0,0.2
,,11,23,291006,20cc,11:23:58 AM,12:34:14 PM,1.0,72.0,-0.8
,,12,35,291007,20cc,12:35:28 PM,1:57:13 PM,0.5,72.0,10.2
,,13,47,291008,20cc,1:58:13 PM,3:01:58 PM,11.2,74.0,1.0
,,15,1,291009,20cc,3:02:43 PM,4:13:13 PM,1.7,72.0,0.2
,,16,13,291010,20cc,4:13:43 PM,5:27:58 PM,0.7,70.0,5.0
,,17,23,291011,20cc,5:28:13 PM,6:30:30 PM,5.2,67.0,0.5
,,18,30,291012,20cc,6:30:45 PM,7:27:00 PM,0.8,56.0,1.0
,,19,26,291013,20cc,7:27:45 PM,8:18:30 PM,1.8,46.0,6.5
,3217,15,26,204001,20cw,3:27:37 PM,4:00:22 PM,1.6,32.0,2.4
,3218,6,30,302001,32,6:30:49 AM,6:56:49 AM,0.8,25.0,1.8
,,7,6,302002,32,7:07:19 AM,7:39:21 AM,1.3,28.0,5.4
,,,34,302003,31,7:39:36 AM,8:09:35 AM,5.6,29.0,6.6
,,8,15,302004,32,8:16:36 AM,8:52:34 AM,1.6,29.0,8.6
,,,44,302005,32,8:53:04 AM,9:18:04 AM,9.1,26.0,8.1
,,9,30,302006,32,9:31:48 AM,10:00:03 AM,1.8,27.0,3.1
,,,57,302007,31,10:00:33 AM,10:26:18 AM,3.6,27.0,2.3
,,10,37,302008,31,10:38:03 AM,11:11:33 AM,1.1,29.0,5.6
,,11,6,302009,31,11:12:03 AM,11:42:33 AM,6.1,27.0,9.6
,,,43,302010,32,11:44:33 AM,12:12:34 PM,1.6,31.0,-1.4
,,12,14,302011,31,12:14:18 PM,12:43:03 PM,0.3,28.0,1.1
,,,52,302012,32,12:53:33 PM,1:21:49 PM,1.6,32.0,-2.2
,,13,24,302013,31,1:24:48 PM,1:52:48 PM,0.8,27.0,1.8
,,14,3,302014,31,2:04:18 PM,2:37:49 PM,1.3,36.0,-1.2
,,,39,302015,32,2:40:33 PM,3:13:03 PM,1.6,26.0,8.1
,,15,15,302016,31,3:16:48 PM,3:55:49 PM,1.8,41.0,-0.2
,,,56,302017,32,3:56:18 PM,4:20:19 PM,0.3,25.0,-0.7
,,16,46,302018,32,4:46:48 PM,5:23:33 PM,0.8,37.0,0.6
,,17,23,302019,32,5:24:03 PM,5:51:48 PM,1.1,27.0,1.8
,,18,7,302020,32,6:07:34 PM,6:41:04 PM,0.6,34.0,0.1
,,,41,302021,32,6:41:34 PM,7:07:34 PM,0.6,24.0,2.6
,,19,20,302022,32,7:21:34 PM,7:49:49 PM,1.6,28.0,1.8
,3219,5,55,301001,31,5:58:06 AM,6:20:21 AM,3.1,24.0,1.4
,,6,29,301002,31,6:30:21 AM,7:00:37 AM,1.4,32.0,-0.4
,,7,1,301003,31,7:01:21 AM,7:29:37 AM,0.4,29.0,-0.4
,,,38,301004,31,7:39:21 AM,8:12:51 AM,1.4,29.0,5.9
,,8,7,301005,31,8:13:21 AM,8:42:21 AM,6.4,29.0,6.4
,,,46,301006,31,8:47:21 AM,9:17:06 AM,1.4,29.0,2.1
,,9,15,301007,31,9:17:21 AM,9:47:06 AM,2.4,28.0,4.1
,,,53,301008,31,9:54:36 AM,10:24:36 AM,1.6,29.0,2.6
,,10,22,301009,31,10:25:06 AM,10:51:21 AM,3.1,27.0,2.4
,,,59,301010,32,11:00:51 AM,11:30:51 AM,1.9,31.0,0.9
,,11,30,301011,31,11:31:21 AM,11:57:22 AM,1.4,28.0,-0.6
,,12,8,301012,31,12:08:51 PM,12:41:52 PM,0.9,34.0,-0.1
,,,42,301013,31,12:42:21 PM,1:10:36 PM,0.4,27.0,1.6
,,13,19,301014,31,1:19:51 PM,1:55:21 PM,0.9,36.0,0.4
,,,55,301015,31,1:55:51 PM,2:28:51 PM,0.9,27.0,6.9
,,14,32,301016,31,2:32:51 PM,3:12:21 PM,0.9,40.0,0.4
,,15,12,301017,31,3:12:36 PM,3:42:36 PM,0.6,29.0,1.6
,,,51,301018,31,3:52:06 PM,4:30:37 PM,1.1,40.0,-0.4
,,16,31,301019,31,4:31:21 PM,5:01:51 PM,0.4,28.0,2.9
,,17,9,301020,31,5:09:36 PM,5:47:22 PM,0.6,39.0,-0.6
,,,48,301021,32,5:48:21 PM,6:13:52 PM,0.4,24.0,1.9
,,18,37,301022,31,6:37:37 PM,7:11:23 PM,0.6,35.0,-0.6
,,19,12,301023,32,7:12:52 PM,7:35:52 PM,0.9,23.0,0.9
,3220,5,59,103001,10,5:59:42 AM,6:14:12 AM,0.7,15.0,0.2
,,6,14,103002,10,6:14:27 AM,6:33:27 AM,0.5,19.0,0.5
,,,40,103003,10,6:41:42 AM,,1.7,15.0,
,,,55,103004,10,6:57:42 AM,7:16:27 AM,2.7,21.0,0.5
,,7,29,103005,10,7:29:27 AM,7:47:12 AM,0.5,18.0,0.2
,,,51,103006,10,7:51:27 AM,8:17:27 AM,0.5,21.0,5.5
,,8,19,103007,10,8:19:42 AM,8:41:42 AM,0.7,17.0,5.7
,,,36,103008,10,8:42:27 AM,9:05:27 AM,6.5,21.0,8.5
,,9,4,103009,10,9:07:42 AM,9:29:27 AM,3.7,18.0,7.5
,,,22,103010,10,9:29:42 AM,9:49:27 AM,7.7,23.0,4.5
,,,52,103011,10,9:52:42 AM,,0.7,19.0,
,,10,11,103012,10,10:14:27 AM,10:35:27 AM,3.5,23.0,1.5
,,,41,103013,10,10:41:27 AM,,0.5,21.0,
,,11,2,103014,10,11:03:57 AM,11:26:57 AM,2.0,24.0,1.0
,,,39,103015,10,11:39:42 AM,12:02:27 PM,0.7,20.0,3.5
,,12,1,103016,10,12:02:42 PM,12:24:43 PM,1.7,24.0,-0.3
,,,32,103017,10,12:33:12 PM,12:55:57 PM,1.2,21.0,3.0
,,,55,103018,10,12:56:12 PM,1:19:57 PM,1.2,24.0,1.0
,,13,26,103019,10,1:26:42 PM,1:48:12 PM,0.7,20.0,2.2
,,,48,103020,10,1:48:27 PM,2:16:27 PM,0.5,24.0,4.5
,,14,25,103021,10,2:26:12 PM,2:47:42 PM,1.2,20.0,2.7
,,,47,103022,10,2:47:57 PM,3:12:42 PM,1.0,24.0,1.7
,,15,18,103023,10,3:20:27 PM,,2.5,21.0,
,,,41,103024,10,3:44:27 PM,4:05:12 PM,3.5,23.0,1.2
,,16,11,103025,10,4:15:57 PM,4:36:12 PM,5.0,20.0,5.2
,,,36,103026,10,4:37:12 PM,5:02:12 PM,1.2,23.0,3.2
,,17,6,103027,10,5:06:27 PM,5:26:57 PM,0.5,20.0,1.0
,,,28,103028,10,5:29:27 PM,5:56:12 PM,1.5,26.0,2.2
,,18,1,103029,10,6:06:58 PM,6:26:43 PM,6.0,20.0,5.7
,,,23,103030,10,6:27:13 PM,6:44:29 PM,4.2,22.0,-0.5
,,,52,103031,10,6:52:43 PM,7:12:58 PM,0.7,19.0,2.0
,,19,18,103032,10,7:18:13 PM,7:42:43 PM,0.2,22.0,2.7
,,,47,103033,10,7:48:28 PM,8:01:14 PM,1.5,15.0,-0.8
,3221,5,54,202001,20cw,5:56:07 AM,6:44:22 AM,2.1,40.0,10.4
,,6,45,202002,20cw,6:46:22 AM,7:33:22 AM,1.4,47.0,1.4
,,7,42,202003,20cw,7:42:22 AM,8:36:07 AM,0.4,54.0,0.1
,,8,51,202004,20cw,8:51:52 AM,9:46:22 AM,0.9,54.0,1.4
,,9,55,202005,20cw,9:55:52 AM,10:57:07 AM,0.9,54.0,8.1
,,10,59,202006,20cw,11:03:22 AM,12:00:07 PM,4.4,57.0,4.1
,,12,6,202007,20cw,12:06:37 PM,1:06:37 PM,0.6,59.0,1.6
,,13,15,202008,20cw,1:15:22 PM,2:15:07 PM,0.4,60.0,0.1
,,14,25,202009,20cw,2:25:52 PM,3:26:53 PM,0.9,62.0,-0.1
,,15,37,202010,20cw,3:37:37 PM,4:37:24 PM,0.6,60.0,0.4
,,16,47,202011,20cw,4:48:09 PM,5:55:55 PM,1.2,61.0,7.9
,,17,58,202012,20cw,5:58:25 PM,6:50:26 PM,0.4,53.0,-0.6
,,19,1,202013,20cw,7:01:55 PM,7:47:26 PM,0.9,47.0,-0.6
,3222,5,50,101001,10,,6:08:06 AM,,18.0,0.1
,,6,15,101002,10,6:15:51 AM,,0.9,15.0,
,,,30,101003,10,6:31:51 AM,6:48:20 AM,1.9,19.0,-0.7
,,7,2,101004,10,,7:19:50 AM,,18.0,-0.2
,,,20,101005,10,7:20:51 AM,7:43:06 AM,0.9,21.0,2.1
,,,48,101006,10,7:48:51 AM,8:06:51 AM,0.9,18.0,0.9
,,8,6,101007,10,8:07:06 AM,8:33:20 AM,1.1,21.0,6.3
,,,34,101008,10,8:36:05 AM,,2.1,17.0,
,,,51,101009,10,8:56:35 AM,9:14:21 AM,5.6,22.0,1.4
,,9,20,101010,10,9:21:36 AM,9:42:20 AM,1.6,18.0,4.3
,,,38,101011,10,9:42:35 AM,10:01:21 AM,4.6,22.0,1.4
,,10,7,101012,10,10:07:36 AM,10:27:36 AM,0.6,20.0,0.6
,,,27,101013,10,10:29:05 AM,10:53:35 AM,2.1,23.0,3.6
,,11,3,101014,10,11:04:06 AM,11:23:51 AM,1.1,20.0,0.9
,,,23,101015,10,11:24:06 AM,11:51:35 AM,1.1,24.0,4.6
,,,54,101016,10,11:55:06 AM,12:18:20 PM,1.1,21.0,3.3
,,12,18,101017,10,12:18:36 PM,12:48:20 PM,0.6,24.0,6.3
,,,49,101018,10,12:52:20 PM,1:18:21 PM,3.3,21.0,8.4
,,13,12,101019,10,1:18:35 PM,1:41:35 PM,6.6,24.0,5.6
,,,49,101020,10,1:50:51 PM,2:10:36 PM,1.9,20.0,1.6
,,14,9,101021,10,2:11:35 PM,2:32:21 PM,2.6,24.0,-0.6
,,,40,101022,10,2:43:35 PM,,3.6,20.0,
,,15,4,101023,10,3:06:35 PM,3:32:35 PM,2.6,23.0,5.6
,,,34,101024,10,3:39:05 PM,4:05:51 PM,5.1,21.0,10.9
,,,58,101025,10,4:06:21 PM,4:35:51 PM,8.4,23.0,14.9
,,16,28,101026,10,4:36:06 PM,,8.1,20.0,
,,,51,101027,10,5:00:36 PM,5:30:36 PM,9.6,26.0,13.6
,,17,24,101028,10,5:31:20 PM,,7.3,20.0,
,,,46,101029,10,5:55:06 PM,6:17:52 PM,9.1,24.0,7.9
,,18,17,101030,10,6:18:51 PM,,1.9,20.0,
,,,40,101031,10,6:41:51 PM,7:05:51 PM,1.9,22.0,3.9
,,19,9,101032,10,7:12:21 PM,7:38:36 PM,3.4,18.0,11.6
,3223,6,15,203001,20cw,6:15:36 AM,6:55:50 AM,0.6,41.0,-0.2
,,7,6,203002,20cw,7:06:51 AM,8:02:35 AM,0.9,50.0,6.6
,,8,7,203003,20cw,8:07:51 AM,9:03:20 AM,0.9,54.0,2.3
,,9,12,203004,20cw,9:12:20 AM,10:12:05 AM,0.3,54.0,6.1
,,10,16,203005,20cw,10:17:51 AM,11:15:05 AM,1.9,55.0,4.1
,,11,21,203006,20cw,11:21:36 AM,12:19:20 PM,0.6,56.0,2.3
,,12,27,203007,20cw,12:28:51 PM,1:27:20 PM,1.9,60.0,0.3
,,13,37,203008,20cw,1:37:20 PM,2:42:05 PM,0.3,60.0,5.1
,,14,47,203009,20cw,2:47:36 PM,3:52:50 PM,0.6,61.0,4.8
,,16,0,203010,20cw,4:00:36 PM,5:00:06 PM,0.6,60.0,0.1
,,17,10,203011,20cw,5:10:36 PM,6:12:06 PM,0.6,59.0,3.1
,,18,19,203012,20cw,6:19:21 PM,7:12:51 PM,0.4,49.0,4.9
,,19,14,203013,20cw,7:15:36 PM,8:00:52 PM,1.6,47.0,-0.1
,3224,6,48,403001,40,6:48:33 AM,7:17:32 AM,0.6,28.0,1.5
,,7,26,403002,40,7:27:16 AM,7:52:46 AM,1.3,23.0,3.8
,,,52,403003,40,7:53:31 AM,8:19:47 AM,1.5,28.0,-0.2
,,8,30,403004,40,8:30:45 AM,8:54:45 AM,0.8,23.0,1.8
,,15,10,403101,40,3:10:48 PM,3:42:03 PM,0.8,27.0,5.1
,,,40,403102,40,3:42:32 PM,4:08:33 PM,2.5,28.0,0.6
,,16,21,403103,40,4:21:48 PM,4:49:02 PM,0.8,27.0,1.0
,,,51,403104,40,4:51:33 PM,5:22:32 PM,0.6,29.0,2.5
,,17,30,403105,40,5:32:47 PM,6:04:18 PM,2.8,28.0,6.3
,3225,6,5,201001,20cw,6:05:20 AM,6:16:06 AM,0.3,12.0,-0.9
,,,32,201002,20cw,6:32:20 AM,7:21:05 AM,0.3,46.0,3.1
,,7,28,201003,20cw,7:28:20 AM,8:25:05 AM,0.3,51.0,6.1
,,8,29,201004,20cw,8:30:21 AM,9:25:21 AM,1.4,55.0,1.4
,,9,34,201005,20cw,9:35:21 AM,10:28:35 AM,1.4,55.0,-0.4
,,10,39,201006,20cw,10:39:36 AM,11:39:50 AM,0.6,56.0,4.8
,,11,45,201007,20cw,11:47:05 AM,12:42:06 PM,2.1,56.0,1.1
,,12,51,201008,20cw,12:51:20 PM,1:51:20 PM,0.3,60.0,0.3
,,14,1,201009,20cw,2:01:36 PM,3:01:20 PM,0.6,60.0,0.3
,,15,11,201010,20cw,3:12:06 PM,4:16:50 PM,1.1,61.0,4.8
,,16,22,201011,20cw,4:24:20 PM,5:21:20 PM,2.3,59.0,0.3
,,17,31,201012,20cw,5:33:05 PM,6:27:22 PM,2.1,57.0,-0.6
,,18,38,201013,20cw,6:39:21 PM,7:26:10 PM,1.4,49.0,-0.8
,,19,33,201014,20cw,7:33:24 PM,8:20:24 PM,0.4,47.0,0.4
,3292,6,0,401001,40,,6:25:30 AM,0.0,26.0,-0.5
,,,36,401002,40,6:36:45 AM,6:58:30 AM,0.8,23.0,-0.5
,,7,2,401003,40,7:02:30 AM,7:32:15 AM,0.5,29.0,1.3
,,,41,401004,40,7:41:45 AM,8:04:30 AM,0.8,23.0,0.5
,,8,7,401005,40,8:07:30 AM,8:35:30 AM,0.5,29.0,-0.5
,,,46,401006,40,8:47:00 AM,,1.0,23.0,
,,9,12,401007,40,9:12:46 AM,9:39:02 AM,0.8,29.0,-2.0
,,,51,401008,40,9:52:01 AM,10:19:01 AM,1.0,24.0,4.0
,,10,18,401009,40,10:20:01 AM,10:50:46 AM,2.0,28.0,4.8
,,,56,401010,40,10:58:31 AM,11:22:16 AM,2.5,25.0,1.3
,,11,24,401011,40,11:25:01 AM,11:54:31 AM,1.0,28.0,2.5
,,12,5,401012,40,12:05:46 PM,12:32:01 PM,0.8,25.0,2.0
,,,32,401013,40,12:33:01 PM,1:00:17 PM,1.0,29.0,-0.7
,,13,11,401014,40,1:11:46 PM,1:39:46 PM,0.8,25.0,3.8
,,,39,401015,40,1:40:46 PM,2:09:31 PM,1.8,28.0,2.5
,,14,17,401016,40,2:18:31 PM,2:45:01 PM,1.5,25.0,3.0
,,,48,401017,40,2:48:31 PM,3:20:46 PM,0.5,29.0,3.8
,,15,27,401018,40,3:27:46 PM,3:57:16 PM,0.8,27.0,3.3
,,16,0,401019,40,4:00:31 PM,4:32:46 PM,0.5,29.0,3.8
,,,45,401020,40,4:46:31 PM,5:16:16 PM,1.5,27.0,4.3
,,17,15,401021,40,5:16:31 PM,5:44:16 PM,1.5,29.0,0.3
,,,54,401022,40,5:54:48 PM,,0.8,26.0,
,,18,20,401023,40,6:22:47 PM,6:47:48 PM,2.8,27.0,0.8
,,,55,401024,40,6:57:17 PM,,2.3,23.0,
,,19,18,401025,40,,,,26.0,
,3293,5,41,293001,20cc,5:41:26 AM,6:36:12 AM,0.4,55.0,0.2
,,6,36,293002,20cc,6:36:41 AM,7:32:26 AM,0.7,56.0,0.4
,,7,32,293003,20cc,7:32:56 AM,,0.9,67.0,
,,8,39,293004,20cc,8:49:15 AM,9:48:30 AM,10.3,69.0,0.5
,,9,48,293005,20cc,9:49:13 AM,10:57:59 AM,1.2,70.0,0.0
,,10,58,293006,20cc,10:59:28 AM,12:11:13 PM,1.5,73.0,0.2
,,12,11,293007,20cc,12:12:28 PM,1:24:43 PM,1.5,73.0,0.7
,,13,24,293008,20cc,1:25:13 PM,2:40:28 PM,1.2,75.0,1.5
,,14,39,293009,20cc,2:40:43 PM,3:50:29 PM,1.7,72.0,-0.5
,,15,51,293010,20cc,3:51:13 PM,5:02:28 PM,0.2,70.0,1.5
,,17,1,293011,20cc,5:02:58 PM,6:10:45 PM,2.0,68.0,1.8
,,18,9,293012,20cc,6:11:00 PM,7:05:30 PM,2.0,56.0,0.5
,,19,5,293013,20cc,7:05:45 PM,,0.8,46.0,
,3294,6,23,402001,40,6:24:27 AM,6:47:58 AM,1.5,26.0,-1.0
,,,59,402002,40,6:59:42 AM,7:21:45 AM,0.7,23.0,-0.3
,,7,27,402003,40,7:27:30 AM,7:57:45 AM,0.5,29.0,1.8
,,8,14,402004,40,8:14:45 AM,8:38:30 AM,0.8,23.0,1.5
,,,40,402005,40,8:40:30 AM,9:10:30 AM,0.5,29.0,1.5
,,9,19,402006,40,9:19:45 AM,9:44:45 AM,0.8,23.0,2.8
,,,45,402007,40,9:45:15 AM,10:13:15 AM,0.3,29.0,-0.8
,,10,24,402008,40,10:25:15 AM,10:52:30 AM,1.3,24.0,4.5
,,,51,402009,40,10:53:00 AM,11:19:30 AM,2.0,28.0,0.5
,,11,29,402010,40,11:29:45 AM,11:55:00 AM,0.8,25.0,1.0
,,,57,402011,40,11:57:45 AM,12:30:00 PM,0.8,28.0,5.0
,,12,38,402012,40,12:38:45 PM,1:03:45 PM,0.8,25.0,0.8
,,13,5,402013,40,1:05:45 PM,1:33:45 PM,0.8,29.0,-0.3
,,,44,402014,40,1:44:45 PM,2:11:03 PM,0.8,25.0,2.1
,,14,11,402015,40,2:11:48 PM,2:42:33 PM,0.8,28.0,3.6
,,,49,402016,40,2:51:03 PM,3:16:18 PM,2.1,27.0,0.3
,,15,19,402017,40,3:19:33 PM,3:50:18 PM,0.6,29.0,2.3
,,,58,402018,40,4:02:33 PM,4:28:33 PM,4.6,27.0,3.6
,,16,28,402019,40,4:29:33 PM,4:57:33 PM,1.6,29.0,0.6
,,17,7,402020,40,5:08:03 PM,5:37:18 PM,1.1,28.0,2.3
,,,38,402021,40,5:38:48 PM,6:13:34 PM,0.8,29.0,6.6
,,18,17,402022,40,6:18:34 PM,6:44:19 PM,1.6,26.0,1.3
,,,43,402023,40,6:44:34 PM,7:09:34 PM,1.6,26.0,0.6
,,19,17,402024,40,7:18:34 PM,7:40:04 PM,1.6,23.0,0.1
,3295,6,12,292001,20cc,6:12:27 AM,7:09:27 AM,0.5,57.0,0.5
,,7,9,292002,20cc,7:09:57 AM,8:19:28 AM,1.0,71.0,-0.5
,,8,20,292003,20cc,8:20:12 AM,9:28:12 AM,0.2,67.0,1.2
,,9,27,292004,20cc,9:28:57 AM,10:35:12 AM,2.0,68.0,0.2
,,10,35,292005,20cc,10:35:57 AM,11:47:12 AM,1.0,71.0,1.2
,,11,46,292006,20cc,11:47:57 AM,12:58:41 PM,2.0,73.0,-0.3
,,12,59,292007,20cc,12:59:27 PM,2:11:26 PM,0.5,72.0,0.4
,,14,11,292008,20cc,2:12:42 PM,3:23:56 PM,1.7,72.0,0.9
,,15,23,292009,20cc,3:24:42 PM,4:37:56 PM,1.7,75.0,-0.1
,,16,38,292010,20cc,4:38:56 PM,,0.9,67.0,
,,17,45,292011,20cc,,,,64.0,
,,18,49,292012,20cc,6:49:34 PM,,0.6,47.0,
,3296,7,23,303001,32,7:24:09 AM,7:56:40 AM,1.2,26.0,7.7
,,,59,303002,32,7:59:39 AM,8:29:24 AM,0.7,29.0,1.4
,,8,28,303003,31,8:30:09 AM,8:55:40 AM,2.2,29.0,-1.3
,,9,8,303004,31,9:08:54 AM,9:37:24 AM,0.9,29.0,0.4
,,,37,303005,32,9:37:54 AM,10:02:40 AM,0.9,26.0,-0.3
,,10,15,303006,32,10:16:24 AM,10:44:39 AM,1.4,27.0,2.7
,,,42,303007,32,10:44:54 AM,11:09:24 AM,2.9,25.0,2.4
,,11,20,303008,31,11:20:54 AM,11:54:25 AM,0.9,35.0,-0.6
,,,55,303009,32,11:55:24 AM,12:22:54 PM,0.4,25.0,2.9
,,12,30,303010,31,12:31:54 PM,1:06:39 PM,1.9,36.0,0.7
,,13,6,303011,32,1:06:54 PM,1:31:10 PM,0.9,26.0,-0.8
,,,45,303012,32,1:45:54 PM,2:21:54 PM,0.9,36.0,0.9
,,14,21,303013,31,2:22:09 PM,2:51:24 PM,1.2,27.0,3.4
,,15,6,303014,32,3:06:54 PM,3:45:09 PM,0.9,39.0,0.2
,,,45,303015,31,3:45:24 PM,4:21:54 PM,0.4,29.0,7.9
,,16,24,303016,31,4:24:54 PM,5:06:09 PM,0.9,39.0,3.2
,,17,3,303017,32,5:06:24 PM,5:33:54 PM,3.4,27.0,3.9
,,,40,303018,31,5:41:24 PM,6:17:55 PM,1.4,37.0,0.9
,,18,17,303019,31,6:18:10 PM,6:42:56 PM,1.2,26.0,-0.1
,,19,3,303020,31,7:05:40 PM,7:34:40 PM,2.7,30.0,1.7
,3297,6,43,102001,10,6:43:25 AM,7:02:56 AM,0.4,20.0,-0.1
,,7,16,102002,10,,,,18.0,
,,,36,102003,10,7:36:58 AM,7:57:13 AM,1.0,21.0,0.2
,,8,4,102004,10,8:04:13 AM,8:23:13 AM,0.2,17.0,2.2
,,,21,102005,10,8:23:28 AM,8:47:13 AM,2.5,21.0,5.2
,,,49,102006,10,8:50:13 AM,9:06:43 AM,1.2,17.0,0.7
,,9,6,102007,10,9:07:43 AM,9:28:44 AM,1.7,23.0,-0.3
,,,36,102008,10,9:37:28 AM,9:56:58 AM,1.5,18.0,3.0
,,,54,102009,10,9:57:43 AM,10:20:13 AM,3.7,23.0,3.2
,,10,24,102010,10,10:26:28 AM,10:43:44 AM,2.5,20.0,-0.3
,,,44,102011,10,10:45:43 AM,11:08:13 AM,1.7,24.0,0.2
,,11,21,102012,10,11:21:43 AM,,0.7,20.0,
,,,41,102013,10,11:47:12 AM,12:10:57 PM,6.2,24.0,6.0
,,12,12,102014,10,12:13:12 PM,12:40:12 PM,1.2,21.0,7.2
,,,35,102015,10,12:40:27 PM,1:14:58 PM,5.5,24.0,16.0
,,13,6,102016,10,1:15:12 PM,1:35:27 PM,9.2,20.0,9.5
