Trip Date,16,,,,,,,,,
Day,All,,,,,,,,,
,,,,,,,,,,
,,,,,,Data,,,,
,,,47,402008,40,2:49:52 PM,3:12:52 PM,2.9,23.0,2.9
,,15,13,402009,40,3:14:22 PM,3:39:53 PM,1.4,27.0,-0.1
,,,50,402010,40,3:53:07 PM,4:13:22 PM,3.1,23.0,0.4
,,16,15,402011,40,4:16:07 PM,4:42:23 PM,1.1,28.0,-0.6
,,,53,402012,40,4:55:07 PM,5:18:37 PM,2.1,25.0,0.6
,,17,23,402013,40,5:23:22 PM,5:49:07 PM,0.4,26.0,0.1
,,,59,402014,40,6:01:07 PM,6:28:22 PM,2.1,21.0,8.4
,,18,26,402015,40,6:29:07 PM,6:55:52 PM,3.1,27.0,2.9
,,19,3,402016,40,7:04:37 PM,7:26:07 PM,1.6,20.0,3.1
,,,25,402017,40,7:27:07 PM,7:51:52 PM,2.1,25.0,1.9
,3225,7,30,501001,51s,7:39:45 AM,7:47:45 AM,9.8,11.0,6.8
,,,43,501002,51s,7:48:00 AM,7:58:45 AM,5.0,8.0,7.8
,,,51,501003,51s,7:59:30 AM,8:07:30 AM,8.5,11.0,5.5
,,8,4,501004,51s,8:07:45 AM,8:17:30 AM,3.8,9.0,4.5
,,,13,501005,51s,8:18:30 AM,8:26:15 AM,5.5,11.0,2.3
,,,26,501006,51s,8:26:30 AM,8:35:45 AM,0.5,9.0,0.8
,,,35,501007,51s,8:36:15 AM,8:48:13 AM,1.3,11.0,2.2
,,,48,501008,51s,8:48:30 AM,8:58:43 AM,0.5,9.0,1.7
,,,57,501009,51s,8:59:13 AM,9:23:13 AM,2.2,11.0,15.2
,,9,23,501010,51s,9:23:28 AM,9:32:43 AM,0.5,8.0,1.7
,,,31,501011,51s,9:33:58 AM,9:44:13 AM,3.0,11.0,2.2
,,,44,501012,51s,9:44:28 AM,9:53:28 AM,0.5,8.0,1.5
,,,52,501013,51s,9:53:43 AM,,1.7,11.0,
,,10,5,501014,51s,10:06:28 AM,10:15:43 AM,1.5,9.0,1.7
,,,14,501015,51s,10:15:58 AM,10:27:13 AM,2.0,11.0,2.2
,,,27,501016,51s,10:27:28 AM,10:37:43 AM,0.5,9.0,1.7
,,,36,501017,51s,10:37:58 AM,10:49:13 AM,2.0,11.0,2.2
,,,49,501018,51s,10:49:28 AM,10:59:28 AM,0.5,9.0,1.5
,,,58,501019,51s,10:59:43 AM,11:11:28 AM,1.7,11.0,2.5
,,11,11,501020,51s,11:11:43 AM,11:21:28 AM,0.7,9.0,1.5
,,,20,501021,51s,11:21:58 AM,11:34:43 AM,2.0,11.0,3.7
,,,33,501022,51s,11:34:58 AM,11:43:28 AM,2.0,9.0,1.5
,,,42,501023,51s,11:43:58 AM,12:03:15 PM,2.0,11.0,10.3
,,12,3,501024,51s,12:03:30 PM,12:12:30 PM,0.5,9.0,0.5
,,,12,501025,51s,12:13:30 PM,,1.5,11.0,
,,,25,501026,51s,12:25:45 PM,12:34:45 PM,0.8,9.0,0.8
,,,34,501027,51s,12:35:00 PM,12:47:30 PM,1.0,11.0,2.5
,,,47,501028,51s,12:47:45 PM,12:57:30 PM,0.8,9.0,1.5
,,,56,501029,51s,12:58:00 PM,1:09:15 PM,2.0,11.0,2.3
,,13,9,501030,51s,1:09:30 PM,1:18:45 PM,0.5,8.0,1.8
,,,21,501031,51s,1:21:15 PM,1:34:15 PM,0.3,11.0,2.3
,,,34,501032,51s,1:34:30 PM,1:41:45 PM,0.5,8.0,-0.3
,,,42,501033,51s,1:42:30 PM,,0.5,11.0,
,,,55,501034,51s,1:55:13 PM,2:04:45 PM,0.2,8.0,1.8
,,14,3,501035,51s,2:05:00 PM,,2.0,11.0,
,,,16,501036,51s,2:16:45 PM,2:24:43 PM,0.8,8.0,0.7
,,,24,501037,51s,2:25:30 PM,,1.5,11.0,
,,,37,501038,51s,2:37:43 PM,2:46:43 PM,0.7,8.0,1.7
,,,45,501039,51s,2:47:13 PM,2:58:13 PM,2.2,11.0,2.2
,,,58,501040,51s,2:58:28 PM,3:06:44 PM,0.5,9.0,-0.3
,,15,7,501041,51s,3:07:43 PM,,0.7,11.0,
,,,33,501042,51s,3:33:58 PM,3:41:59 PM,1.0,9.0,0.0
,,,42,501043,51s,3:42:43 PM,,0.7,11.0,
,,,55,501044,51s,3:55:13 PM,4:02:44 PM,0.2,9.0,-1.3
,,16,4,501045,51s,4:04:28 PM,4:17:28 PM,0.5,11.0,2.5
,,,17,501046,51s,4:17:43 PM,4:25:59 PM,0.7,9.0,0.0
,,,26,501047,51s,4:26:28 PM,4:43:28 PM,0.5,11.0,6.5
,,,39,501048,51s,4:43:43 PM,4:52:43 PM,4.7,9.0,4.7
,,,48,501049,51s,5:11:44 PM,,23.7,11.0,
,,17,9,501051,51s,,,,11.0,
,,,22,501052,51s,5:22:43 PM,5:32:43 PM,0.7,8.0,2.7
,,,30,501053,51s,5:36:28 PM,5:45:43 PM,6.5,11.0,4.7
,,,51,501054,51s,5:46:00 PM,6:01:43 PM,-5.0,8.0,2.7
,,,59,501055,51s,6:02:43 PM,,3.7,11.0,
,,18,12,501056,51s,6:13:43 PM,6:23:43 PM,1.7,8.0,3.7
,,,20,501057,51s,6:26:13 PM,,6.2,11.0,
,,,33,501058,51s,,,,8.0,
,,19,2,501060,51s,7:02:58 PM,7:10:58 PM,1.0,8.0,1.0
,,,10,501061,51s,7:11:43 PM,,1.7,11.0,
,,,31,501062,51s,7:31:43 PM,7:39:43 PM,0.7,8.0,0.7
,,,39,501063,51s,7:40:43 PM,,1.7,11.0,
,,20,0,501064,51s,8:00:58 PM,8:09:43 PM,1.0,8.0,1.7
,3293,10,55,103001,10,10:55:49 AM,11:14:19 AM,0.8,19.0,0.3
,,11,19,103002,10,11:19:19 AM,11:44:19 AM,0.3,22.0,3.3
,,,51,103003,10,11:51:34 AM,12:15:05 PM,0.6,19.0,5.1
,,12,12,103004,10,12:15:20 PM,12:40:05 PM,3.3,23.0,5.1
,,,42,103005,10,12:42:36 PM,,0.6,20.0,
,,13,5,103006,10,1:07:20 PM,1:29:36 PM,2.3,23.0,1.6
,,,41,103007,10,1:41:20 PM,,0.3,21.0,
,,14,2,103008,10,2:03:51 PM,2:28:20 PM,1.9,24.0,2.3
,,,33,103009,10,2:35:35 PM,2:55:51 PM,2.6,21.0,1.9
,,,56,103010,10,2:56:36 PM,3:23:20 PM,0.6,23.0,4.3
,,15,26,103011,10,3:26:36 PM,3:54:20 PM,0.6,21.0,7.3
,,,49,103012,10,3:54:35 PM,4:18:50 PM,5.6,23.0,6.8
,,16,19,103013,10,4:20:51 PM,4:39:50 PM,1.9,21.0,-0.2
,,,42,103014,10,4:42:36 PM,5:07:06 PM,0.6,24.0,1.1
,,17,13,103015,10,5:13:20 PM,5:34:20 PM,0.3,21.0,0.3
,,,34,103016,10,5:34:36 PM,5:56:21 PM,0.6,23.0,-0.6
,,18,4,103017,10,6:06:35 PM,,2.6,20.0,
,,,26,103018,10,6:26:51 PM,6:48:20 PM,0.9,22.0,0.3
,,19,1,103019,10,7:01:36 PM,7:21:06 PM,0.6,20.0,0.1
,,,23,103020,10,7:23:51 PM,7:47:20 PM,0.9,20.0,4.3
,,,50,103021,10,7:50:20 PM,8:07:35 PM,0.3,18.0,-0.4
,3294,11,2,102001,10,11:03:03 AM,11:24:03 AM,1.1,22.0,0.1
,,,31,102002,10,11:31:33 AM,,0.6,19.0,
,,,54,102003,10,11:54:34 AM,12:20:19 PM,0.6,23.0,3.3
,,12,24,102004,10,12:29:19 PM,12:49:04 PM,5.3,20.0,5.1
,,,48,102005,10,12:49:19 PM,1:17:49 PM,1.3,23.0,6.8
,,13,24,102006,10,1:27:04 PM,,3.1,20.0,
,,,44,102007,10,1:47:49 PM,2:16:49 PM,3.8,24.0,8.8
,,14,15,102008,10,2:17:04 PM,,2.1,21.0,
,,,38,102009,10,2:40:04 PM,3:00:20 PM,2.1,23.0,-0.7
,,15,8,102010,10,3:08:19 PM,3:29:34 PM,0.3,21.0,0.6
,,,31,102011,10,3:29:51 PM,3:56:19 PM,-1.2,23.0,2.3
,,16,1,102012,10,4:01:34 PM,4:26:34 PM,0.6,21.0,4.6
,,,24,102013,10,4:26:49 PM,4:50:19 PM,2.8,23.0,3.3
,,,54,102014,10,4:54:19 PM,5:16:19 PM,0.3,21.0,1.3
,,17,16,102015,10,5:16:34 PM,5:46:04 PM,0.6,23.0,7.1
,,,46,102016,10,5:47:19 PM,6:08:49 PM,1.3,20.0,2.8
,,18,9,102017,10,6:09:04 PM,6:32:19 PM,0.1,22.0,1.3
,,,44,102018,10,6:44:19 PM,7:06:19 PM,0.3,20.0,2.3
,,19,6,102019,10,7:06:34 PM,7:28:49 PM,0.6,20.0,2.8
,,,33,102020,10,7:33:34 PM,7:53:49 PM,0.6,18.0,2.8
,3295,11,6,401001,40,11:11:52 AM,11:33:22 AM,5.9,22.0,5.4
,,,32,401002,40,11:36:07 AM,11:59:09 AM,4.1,27.0,0.2
,,12,9,401003,40,12:12:24 PM,12:37:39 PM,3.4,21.0,7.7
,,,33,401004,40,12:38:24 PM,1:04:24 PM,5.4,28.0,3.4
,,13,11,401005,40,1:12:23 PM,1:36:54 PM,1.4,23.0,2.9
,,,37,401006,40,1:38:08 PM,2:05:54 PM,1.1,28.0,0.9
,,14,15,401007,40,2:16:08 PM,2:38:38 PM,1.1,23.0,0.6
,,,41,401008,40,2:42:08 PM,3:09:39 PM,1.1,28.0,0.7
,,15,19,401009,40,3:20:08 PM,3:50:23 PM,1.1,23.0,8.4
,,,45,401010,40,3:51:24 PM,4:19:54 PM,6.4,27.0,7.9
,,16,22,401011,40,4:24:54 PM,4:46:23 PM,2.9,23.0,1.4
,,,49,401012,40,4:49:24 PM,5:15:54 PM,0.4,26.0,0.9
,,17,25,401013,40,5:25:38 PM,5:49:23 PM,0.6,25.0,-0.6
,,,53,401014,40,5:53:09 PM,6:19:53 PM,0.2,27.0,-0.1
,,18,30,401015,40,6:30:38 PM,6:51:38 PM,0.6,21.0,0.6
,,,57,401016,40,6:57:09 PM,7:29:09 PM,0.2,25.0,7.2
,,19,32,401017,40,7:32:53 PM,7:57:24 PM,0.9,18.0,7.4
,3296,10,45,301001,31,10:46:03 AM,11:12:48 AM,1.1,25.0,2.8
,,11,18,301002,31,11:18:48 AM,11:46:03 AM,0.8,27.0,1.1
,,,45,301003,31,11:47:18 AM,12:14:19 PM,2.3,23.0,6.3
,,12,21,301004,31,12:22:19 PM,,1.3,26.0,
,,,47,301005,31,12:59:19 PM,1:26:49 PM,12.3,23.0,16.8
,,13,18,301006,31,1:30:48 PM,1:55:19 PM,12.8,27.0,10.3
,,,45,301007,31,1:55:49 PM,2:17:49 PM,10.8,24.0,8.8
,,14,17,301008,31,2:19:04 PM,2:45:33 PM,2.1,28.0,0.6
,,,45,301009,31,2:45:49 PM,3:10:04 PM,0.8,25.0,0.1
,,15,18,301010,31,3:20:49 PM,3:50:19 PM,2.8,27.0,5.3
,,,45,301011,31,3:51:18 PM,4:16:04 PM,6.3,23.0,8.1
,,16,21,301012,31,4:22:49 PM,4:50:33 PM,1.8,27.0,2.6
,,,48,301013,31,4:51:03 PM,5:13:18 PM,3.1,24.0,1.3
,,17,20,301014,31,5:22:33 PM,,2.6,28.0,
,,,48,301015,31,5:49:33 PM,6:10:49 PM,1.6,24.0,-1.2
,,18,20,301016,31,6:23:18 PM,6:48:18 PM,3.3,28.0,0.3
,,,48,301017,31,6:48:48 PM,7:13:03 PM,0.8,22.0,3.1
,,19,18,301018,31,7:22:48 PM,,4.8,25.0,
,,,43,301019,31,8:03:49 PM,8:23:04 PM,20.8,22.0,18.1
,3298,10,56,201001,20cw,10:56:46 AM,11:37:16 AM,0.8,33.0,8.3
,,11,34,201002,20cw,11:38:01 AM,12:38:33 PM,4.0,55.0,9.6
,,12,39,201003,20cw,12:40:17 PM,1:33:18 PM,1.3,54.0,0.3
,,13,46,201004,20cw,1:47:17 PM,2:40:17 PM,1.3,52.0,2.3
,,14,48,201005,20cw,2:48:48 PM,3:40:17 PM,0.8,54.0,-1.7
,,15,52,201006,20cw,3:53:17 PM,4:46:03 PM,1.3,55.0,-0.9
,,16,57,201007,20cw,4:59:47 PM,5:53:18 PM,2.8,51.0,5.3
,,18,1,201008,20cw,6:01:33 PM,6:50:48 PM,0.6,49.0,0.8
,,,55,201009,20cw,6:56:47 PM,7:40:18 PM,1.8,45.0,0.3
